Date,Flow
12/27/1976,42.39
12/28/1976,40.87
12/29/1976,44.44
12/30/1976,61.63
12/31/1976,138.5
1/1/1977,122.9
1/2/1977,128.3
1/3/1977,135.7
1/4/1977,83.53
1/5/1977,73.67
1/6/1977,68.37
1/7/1977,61.93
1/8/1977,58.35
1/9/1977,56.03
1/10/1977,54.77
1/11/1977,53.87
1/12/1977,53.31
1/13/1977,52.23
1/14/1977,51.39
1/15/1977,50.83
1/16/1977,50.24
1/17/1977,49.74
1/18/1977,49.22
1/19/1977,50.54
1/20/1977,50.89
1/21/1977,49.36
1/22/1977,48.44
1/23/1977,49.64
1/24/1977,47.85
1/25/1977,46.83
1/26/1977,45.73
1/27/1977,44.76
1/28/1977,43.92
1/29/1977,43.21
1/30/1977,42.7
1/31/1977,42.43
2/1/1977,41.45
2/2/1977,40.48
2/3/1977,39.72
2/4/1977,38.98
2/5/1977,38.17
2/6/1977,37.55
2/7/1977,36.71
2/8/1977,41.35
2/9/1977,101.6
2/10/1977,97.09
2/11/1977,74.01
2/12/1977,56.7
2/13/1977,49.52
2/14/1977,45.09
2/15/1977,42.22
2/16/1977,40.41
2/17/1977,64.1
2/18/1977,508.2
2/19/1977,89.74
2/20/1977,68.42
2/21/1977,58.41
2/22/1977,52.2
2/23/1977,56.74
2/24/1977,56.95
2/25/1977,51.07
2/26/1977,47.98
2/27/1977,52.26
2/28/1977,58.47
3/1/1977,84.32
3/2/1977,84.14
3/3/1977,75.24
3/4/1977,309.3
3/5/1977,113
3/6/1977,115.3
3/7/1977,79.84
3/8/1977,79.39
3/9/1977,68.07
3/10/1977,62.11
3/11/1977,58.39
3/12/1977,55.97
3/13/1977,54.28
3/14/1977,53.05
3/15/1977,59.5
3/16/1977,116.7
3/17/1977,72.82
3/18/1977,64.2
3/19/1977,65.02
3/20/1977,59.63
3/21/1977,62.93
3/22/1977,104
3/23/1977,78.86
3/24/1977,75.77
3/25/1977,74.59
3/26/1977,77.5
3/27/1977,92.98
3/28/1977,356.8
3/29/1977,125.7
3/30/1977,92.5
3/31/1977,83.09
4/1/1977,81.16
4/2/1977,72.98
4/3/1977,76.44
4/4/1977,69.66
4/5/1977,65.75
4/6/1977,63.21
4/7/1977,61.35
4/8/1977,191.6
4/9/1977,194.1
4/10/1977,141.9
4/11/1977,190.3
4/12/1977,111.3
4/13/1977,92.42
4/14/1977,82
4/15/1977,340.6
4/16/1977,158
4/17/1977,132.4
4/18/1977,117
4/19/1977,97.1
4/20/1977,87.26
4/21/1977,81.14
4/22/1977,77.18
4/23/1977,74.5
4/24/1977,82.74
4/25/1977,83.31
4/26/1977,77.33
4/27/1977,73.63
4/28/1977,71.23
4/29/1977,78.58
4/30/1977,72.91
5/1/1977,75.76
5/2/1977,71.14
5/3/1977,68.15
5/4/1977,65.97
5/5/1977,64.32
5/6/1977,83.84
5/7/1977,82.94
5/8/1977,72.86
5/9/1977,67.55
5/10/1977,92.8
5/11/1977,72.44
5/12/1977,66.73
5/13/1977,62.98
5/14/1977,60.39
5/15/1977,58.41
5/16/1977,56.93
5/17/1977,55.51
5/18/1977,54.3
5/19/1977,53.11
5/20/1977,52.02
5/21/1977,56.72
5/22/1977,53.29
5/23/1977,60.99
5/24/1977,64.2
5/25/1977,56.6
5/26/1977,69.55
5/27/1977,57.52
5/28/1977,52.51
5/29/1977,98.04
5/30/1977,61.71
5/31/1977,54.56
6/1/1977,50.18
6/2/1977,47.68
6/3/1977,45.68
6/4/1977,44.4
6/5/1977,45.12
6/6/1977,42.64
6/7/1977,40.94
6/8/1977,39.43
6/9/1977,38.4
6/10/1977,38.5
6/11/1977,36.9
6/12/1977,35.82
6/13/1977,34.57
6/14/1977,33.78
6/15/1977,34.89
6/16/1977,34.37
6/17/1977,33.13
6/18/1977,31.52
6/19/1977,30.27
6/20/1977,29.34
6/21/1977,28.41
6/22/1977,27.49
6/23/1977,28.44
6/24/1977,26.91
6/25/1977,27.67
6/26/1977,26.49
6/27/1977,25.91
6/28/1977,25.21
6/29/1977,23.79
6/30/1977,22.78
7/1/1977,21.74
7/2/1977,21.05
7/3/1977,20.39
7/4/1977,29.94
7/5/1977,28.63
7/6/1977,24.47
7/7/1977,21.77
7/8/1977,20.26
7/9/1977,18.9
7/10/1977,17.91
7/11/1977,17.18
7/12/1977,16.61
7/13/1977,15.94
7/14/1977,15.3
7/15/1977,14.96
7/16/1977,14.48
7/17/1977,13.85
7/18/1977,13.25
7/19/1977,12.72
7/20/1977,11.82
7/21/1977,10.64
7/22/1977,9.458
7/23/1977,8.045
7/24/1977,6.635
7/25/1977,5.663
7/26/1977,8.219
7/27/1977,6.38
7/28/1977,5.274
7/29/1977,4.673
7/30/1977,4.177
7/31/1977,3.832
8/1/1977,3.497
8/2/1977,3.054
8/3/1977,2.951
8/4/1977,2.748
8/5/1977,4.658
8/6/1977,3.505
8/7/1977,2.918
8/8/1977,2.558
8/9/1977,19.95
8/10/1977,55.57
8/11/1977,23.48
8/12/1977,16.02
8/13/1977,11.61
8/14/1977,9.012
8/15/1977,12.53
8/16/1977,9.499
8/17/1977,7.824
8/18/1977,6.795
8/19/1977,6.054
8/20/1977,5.486
8/21/1977,4.969
8/22/1977,4.794
8/23/1977,4.44
8/24/1977,4.236
8/25/1977,4.062
8/26/1977,3.807
8/27/1977,3.58
8/28/1977,3.433
8/29/1977,3.364
8/30/1977,3.072
8/31/1977,3.016
9/1/1977,2.886
9/2/1977,2.814
9/3/1977,2.804
9/4/1977,2.835
9/5/1977,2.772
9/6/1977,2.681
9/7/1977,2.561
9/8/1977,2.345
9/9/1977,2.021
9/10/1977,1.828
9/11/1977,4.291
9/12/1977,2.868
9/13/1977,2.181
9/14/1977,1.795
9/15/1977,1.655
9/16/1977,7.45
9/17/1977,4.848
9/18/1977,3.461
9/19/1977,2.686
9/20/1977,2.089
9/21/1977,7.806
9/22/1977,5.036
9/23/1977,3.593
9/24/1977,2.735
9/25/1977,2.219
9/26/1977,1.9
9/27/1977,17.66
9/28/1977,10.98
9/29/1977,7.451
9/30/1977,5.441
10/1/1977,4.152
10/2/1977,3.308
10/3/1977,2.743
10/4/1977,2.516
10/5/1977,124.5
10/6/1977,161.8
10/7/1977,57.29
10/8/1977,35.97
10/9/1977,25.32
10/10/1977,22.43
10/11/1977,128.9
10/12/1977,69.53
10/13/1977,37.32
10/14/1977,28.05
10/15/1977,22.63
10/16/1977,19.41
10/17/1977,17.41
10/18/1977,16.12
10/19/1977,15.3
10/20/1977,14.76
10/21/1977,14.32
10/22/1977,13.97
10/23/1977,37.3
10/24/1977,254.5
10/25/1977,52.92
10/26/1977,37.17
10/27/1977,29.41
10/28/1977,35.22
10/29/1977,27.53
10/30/1977,23.83
10/31/1977,21.54
11/1/1977,20.11
11/2/1977,19.1
11/3/1977,350.5
11/4/1977,62.67
11/5/1977,309.7
11/6/1977,86.19
11/7/1977,128.7
11/8/1977,90.68
11/9/1977,111.9
11/10/1977,68.9
11/11/1977,797
11/12/1977,294.7
11/13/1977,171.6
11/14/1977,99.32
11/15/1977,97.72
11/16/1977,170.1
11/17/1977,227.2
11/18/1977,300.5
11/19/1977,151.9
11/20/1977,160.7
11/21/1977,114.6
11/22/1977,157.7
11/23/1977,117.9
11/24/1977,94.77
11/25/1977,84.61
11/26/1977,140.9
11/27/1977,91.86
11/28/1977,83.49
11/29/1977,78.76
11/30/1977,75.84
12/1/1977,73.97
12/2/1977,76.53
12/3/1977,81.09
12/4/1977,83.09
12/5/1977,316.5
12/6/1977,172.6
12/7/1977,109.2
12/8/1977,100.7
12/9/1977,124.9
12/10/1977,308.4
12/11/1977,127.7
12/12/1977,109.1
12/13/1977,148.8
12/14/1977,109.2
12/15/1977,103.3
12/16/1977,96.9
12/17/1977,93.5
12/18/1977,162.3
12/19/1977,104.7
12/20/1977,123.9
12/21/1977,104.4
12/22/1977,109.1
12/23/1977,98.28
12/24/1977,92.55
12/25/1977,88.85
12/26/1977,86.36
12/27/1977,93.73
12/28/1977,84.99
12/29/1977,83.7
12/30/1977,82.18
12/31/1977,80.74
1/1/1978,95.43
1/2/1978,147.1
1/3/1978,87.99
1/4/1978,82.75
1/5/1978,80.92
1/6/1978,78.04
1/7/1978,82.63
1/8/1978,100.7
1/9/1978,158.4
1/10/1978,147.7
1/11/1978,102.2
1/12/1978,117.1
1/13/1978,116.3
1/14/1978,99.78
1/15/1978,114.2
1/16/1978,100.9
1/17/1978,92.46
1/18/1978,87.21
1/19/1978,85.23
1/20/1978,84.57
1/21/1978,86.32
1/22/1978,84.93
1/23/1978,82.39
1/24/1978,79.77
1/25/1978,78.01
1/26/1978,86.22
1/27/1978,137.7
1/28/1978,96.03
1/29/1978,90.81
1/30/1978,119.5
1/31/1978,113.4
2/1/1978,102.6
2/2/1978,111.6
2/3/1978,98.62
2/4/1978,89.48
2/5/1978,128.4
2/6/1978,92.52
2/7/1978,85.76
2/8/1978,81.51
2/9/1978,78.61
2/10/1978,76.42
2/11/1978,74.7
2/12/1978,73.22
2/13/1978,71.9
2/14/1978,70.62
2/15/1978,74.47
2/16/1978,114
2/17/1978,82.23
2/18/1978,76.08
2/19/1978,72.19
2/20/1978,78.47
2/21/1978,85.56
2/22/1978,116.5
2/23/1978,96.72
2/24/1978,124.6
2/25/1978,114.3
2/26/1978,88.55
2/27/1978,80.52
2/28/1978,75.53
3/1/1978,86.68
3/2/1978,76.67
3/3/1978,72.51
3/4/1978,73.79
3/5/1978,70.17
3/6/1978,82.04
3/7/1978,153.9
3/8/1978,186.7
3/9/1978,260.7
3/10/1978,105.3
3/11/1978,105.7
3/12/1978,89.31
3/13/1978,91.15
3/14/1978,81.29
3/15/1978,91.76
3/16/1978,97.44
3/17/1978,82.41
3/18/1978,76.65
3/19/1978,72.95
3/20/1978,70.4
3/21/1978,68.53
3/22/1978,179.9
3/23/1978,87.04
3/24/1978,78.06
3/25/1978,141.5
3/26/1978,94.09
3/27/1978,340.4
3/28/1978,151
3/29/1978,104
3/30/1978,90.5
3/31/1978,83.83
4/1/1978,78.03
4/2/1978,77.19
4/3/1978,73.32
4/4/1978,70.69
4/5/1978,68.7
4/6/1978,72.39
4/7/1978,369.8
4/8/1978,144
4/9/1978,112.6
4/10/1978,146.4
4/11/1978,123.9
4/12/1978,137.7
4/13/1978,141
4/14/1978,131.7
4/15/1978,107.4
4/16/1978,94.03
4/17/1978,86.13
4/18/1978,81.18
4/19/1978,77.92
4/20/1978,84.82
4/21/1978,78.69
4/22/1978,75.46
4/23/1978,73.17
4/24/1978,71.38
4/25/1978,70.01
4/26/1978,68.57
4/27/1978,67.34
4/28/1978,66.2
4/29/1978,65.14
4/30/1978,64.09
5/1/1978,62.94
5/2/1978,61.81
5/3/1978,60.74
5/4/1978,59.67
5/5/1978,58.62
5/6/1978,57.59
5/7/1978,59.82
5/8/1978,57.46
5/9/1978,55.7
5/10/1978,54.29
5/11/1978,53.08
5/12/1978,51.96
5/13/1978,50.83
5/14/1978,49.77
5/15/1978,56.86
5/16/1978,52.47
5/17/1978,49.65
5/18/1978,62.14
5/19/1978,92.42
5/20/1978,74.41
5/21/1978,61.31
5/22/1978,70.1
5/23/1978,57.54
5/24/1978,51.81
5/25/1978,48.13
5/26/1978,48.5
5/27/1978,45.46
5/28/1978,43.28
5/29/1978,41.8
5/30/1978,40.31
5/31/1978,46.99
6/1/1978,51.6
6/2/1978,44.99
6/3/1978,41.28
6/4/1978,38.61
6/5/1978,47.54
6/6/1978,55.28
6/7/1978,80.89
6/8/1978,52.5
6/9/1978,44.74
6/10/1978,40.08
6/11/1978,36.97
6/12/1978,34.83
6/13/1978,33.35
6/14/1978,32.02
6/15/1978,37.8
6/16/1978,52.94
6/17/1978,60.51
6/18/1978,70.53
6/19/1978,48.23
6/20/1978,40.8
6/21/1978,35.93
6/22/1978,32.89
6/23/1978,30.86
6/24/1978,29.37
6/25/1978,28.11
6/26/1978,27.26
6/27/1978,26.28
6/28/1978,25.66
6/29/1978,25.04
6/30/1978,24.46
7/1/1978,31.49
7/2/1978,34.46
7/3/1978,34.83
7/4/1978,37.03
7/5/1978,37.06
7/6/1978,32.37
7/7/1978,38.03
7/8/1978,30.61
7/9/1978,27.04
7/10/1978,28.4
7/11/1978,77.07
7/12/1978,74.45
7/13/1978,49.56
7/14/1978,39.07
7/15/1978,32.78
7/16/1978,28.99
7/17/1978,26.31
7/18/1978,24.48
7/19/1978,23.25
7/20/1978,22.08
7/21/1978,21.45
7/22/1978,20.6
7/23/1978,19.88
7/24/1978,19.16
7/25/1978,18.65
7/26/1978,18.05
7/27/1978,17.58
7/28/1978,17.13
7/29/1978,17.82
7/30/1978,16.83
7/31/1978,16.15
8/1/1978,15.6
8/2/1978,15.11
8/3/1978,14.64
8/4/1978,13.95
8/5/1978,13.36
8/6/1978,17.02
8/7/1978,25.9
8/8/1978,27.76
8/9/1978,30.23
8/10/1978,24.56
8/11/1978,26.09
8/12/1978,19.56
8/13/1978,16.03
8/14/1978,13.59
8/15/1978,12.22
8/16/1978,11.48
8/17/1978,10.86
8/18/1978,10.17
8/19/1978,9.342
8/20/1978,8.699
8/21/1978,8.123
8/22/1978,11.83
8/23/1978,9.524
8/24/1978,21.53
8/25/1978,47.4
8/26/1978,27.35
8/27/1978,19.63
8/28/1978,15.26
8/29/1978,12.54
8/30/1978,10.87
8/31/1978,9.781
9/1/1978,8.954
9/2/1978,8.425
9/3/1978,8.01
9/4/1978,7.799
9/5/1978,7.486
9/6/1978,7.078
9/7/1978,6.669
9/8/1978,6.304
9/9/1978,5.923
9/10/1978,5.715
9/11/1978,5.612
9/12/1978,5.428
9/13/1978,5.394
9/14/1978,8.268
9/15/1978,12.29
9/16/1978,16.97
9/17/1978,12
9/18/1978,14.73
9/19/1978,26.99
9/20/1978,29.08
9/21/1978,27.42
9/22/1978,19.03
9/23/1978,14.49
9/24/1978,11.67
9/25/1978,10.01
9/26/1978,8.964
9/27/1978,8.318
9/28/1978,11.18
9/29/1978,17.02
9/30/1978,31.17
10/1/1978,18.93
10/2/1978,14.47
10/3/1978,34
10/4/1978,58.17
10/5/1978,33.49
10/6/1978,23.96
10/7/1978,18.98
10/8/1978,16.02
10/9/1978,53.88
10/10/1978,37.93
10/11/1978,26.98
10/12/1978,37.02
10/13/1978,25.88
10/14/1978,21.45
10/15/1978,18.74
10/16/1978,17.12
10/17/1978,16.11
10/18/1978,15.38
10/19/1978,14.85
10/20/1978,14.48
10/21/1978,14.12
10/22/1978,21.99
10/23/1978,18.39
10/24/1978,16.39
10/25/1978,15.13
10/26/1978,36.95
10/27/1978,203.7
10/28/1978,48.64
10/29/1978,34.87
10/30/1978,27.78
10/31/1978,23.58
11/1/1978,20.99
11/2/1978,19.36
11/3/1978,18.42
11/4/1978,17.66
11/5/1978,17.02
11/6/1978,16.54
11/7/1978,16.07
11/8/1978,15.74
11/9/1978,15.45
11/10/1978,15.26
11/11/1978,15.23
11/12/1978,21.72
11/13/1978,53.68
11/14/1978,27.44
11/15/1978,22.79
11/16/1978,20.3
11/17/1978,18.56
11/18/1978,17.25
11/19/1978,16.41
11/20/1978,15.86
11/21/1978,15.52
11/22/1978,15.23
11/23/1978,14.8
11/24/1978,14.71
11/25/1978,49.56
11/26/1978,36.76
11/27/1978,27.19
11/28/1978,22.52
11/29/1978,22.22
11/30/1978,46.28
12/1/1978,28.09
12/2/1978,23.81
12/3/1978,31.42
12/4/1978,32.79
12/5/1978,27
12/6/1978,24.11
12/7/1978,22.12
12/8/1978,20.9
12/9/1978,22.43
12/10/1978,27.65
12/11/1978,28.05
12/12/1978,397.6
12/13/1978,98.21
12/14/1978,63.85
12/15/1978,57.08
12/16/1978,45.75
12/17/1978,38.39
12/18/1978,68.42
12/19/1978,39.82
12/20/1978,38.81
12/21/1978,39.75
12/22/1978,40.79
12/23/1978,44.75
12/24/1978,41.09
12/25/1978,37.77
12/26/1978,36.74
12/27/1978,34.36
12/28/1978,32.93
12/29/1978,31.98
12/30/1978,31.39
12/31/1978,30.91
1/1/1979,31
1/2/1979,35.87
1/3/1979,30.76
1/4/1979,30.13
1/5/1979,32.21
1/6/1979,33.72
1/7/1979,44.34
1/8/1979,79.37
1/9/1979,116
1/10/1979,71.93
1/11/1979,60.11
1/12/1979,52.31
1/13/1979,52.97
1/14/1979,47.85
1/15/1979,48.81
1/16/1979,101.8
1/17/1979,57.42
1/18/1979,53.21
1/19/1979,79.64
1/20/1979,112.5
1/21/1979,74.5
1/22/1979,156.5
1/23/1979,94.23
1/24/1979,71.6
1/25/1979,63.05
1/26/1979,58.77
1/27/1979,67.69
1/28/1979,155.2
1/29/1979,74.82
1/30/1979,73.1
1/31/1979,76.31
2/1/1979,126.8
2/2/1979,74.73
2/3/1979,67.96
2/4/1979,65.57
2/5/1979,68.08
2/6/1979,76.08
2/7/1979,85.02
2/8/1979,79.31
2/9/1979,185.7
2/10/1979,77.46
2/11/1979,96.62
2/12/1979,111
2/13/1979,76.47
2/14/1979,68.57
2/15/1979,64.91
2/16/1979,62.55
2/17/1979,60.95
2/18/1979,59.74
2/19/1979,69.86
2/20/1979,123.3
2/21/1979,80.42
2/22/1979,70.96
2/23/1979,68.22
2/24/1979,81.69
2/25/1979,63.66
2/26/1979,61.19
2/27/1979,59.86
2/28/1979,58.3
3/1/1979,116.2
3/2/1979,72.07
3/3/1979,71.09
3/4/1979,66.46
3/5/1979,62.24
3/6/1979,60.25
3/7/1979,60
3/8/1979,58.64
3/9/1979,56.92
3/10/1979,55.13
3/11/1979,53.75
3/12/1979,54.41
3/13/1979,53.52
3/14/1979,51.84
3/15/1979,50.45
3/16/1979,49.34
3/17/1979,48.35
3/18/1979,49.02
3/19/1979,48.01
3/20/1979,46.68
3/21/1979,45.44
3/22/1979,44.5
3/23/1979,43.59
3/24/1979,42.93
3/25/1979,42.75
3/26/1979,42.99
3/27/1979,43.33
3/28/1979,43.08
3/29/1979,40.6
3/30/1979,39.47
3/31/1979,39.55
4/1/1979,37.89
4/2/1979,36.37
4/3/1979,35.25
4/4/1979,36.09
4/5/1979,38.8
4/6/1979,35.94
4/7/1979,33.82
4/8/1979,32.44
4/9/1979,35.87
4/10/1979,40.25
4/11/1979,35.47
4/12/1979,53.41
4/13/1979,39.18
4/14/1979,34.88
4/15/1979,195.3
4/16/1979,231.2
4/17/1979,97.02
4/18/1979,74.01
4/19/1979,58.16
4/20/1979,54.9
4/21/1979,293.4
4/22/1979,488.5
4/23/1979,117.6
4/24/1979,107.4
4/25/1979,78.17
4/26/1979,65.26
4/27/1979,77.45
4/28/1979,61.1
4/29/1979,60.74
4/30/1979,115
5/1/1979,87.11
5/2/1979,76.45
5/3/1979,77.06
5/4/1979,65.1
5/5/1979,58.83
5/6/1979,55
5/7/1979,127.9
5/8/1979,192.6
5/9/1979,103.9
5/10/1979,80.48
5/11/1979,156.9
5/12/1979,124.8
5/13/1979,140.9
5/14/1979,131.6
5/15/1979,90.69
5/16/1979,78.63
5/17/1979,71.57
5/18/1979,67.22
5/19/1979,64.55
5/20/1979,64.64
5/21/1979,66.36
5/22/1979,63.07
5/23/1979,60.92
5/24/1979,59.42
5/25/1979,65.07
5/26/1979,68.19
5/27/1979,62.8
5/28/1979,59.51
5/29/1979,57.34
5/30/1979,55.79
5/31/1979,60.31
6/1/1979,57.5
6/2/1979,55.6
6/3/1979,53.43
6/4/1979,51.81
6/5/1979,52.18
6/6/1979,53.01
6/7/1979,50.87
6/8/1979,48.96
6/9/1979,47.54
6/10/1979,46.33
6/11/1979,45.28
6/12/1979,44.23
6/13/1979,43.36
6/14/1979,42.48
6/15/1979,41.54
6/16/1979,40.64
6/17/1979,39.81
6/18/1979,38.86
6/19/1979,38.1
6/20/1979,37.41
6/21/1979,36.57
6/22/1979,35.67
6/23/1979,34.92
6/24/1979,34.24
6/25/1979,33.39
6/26/1979,32.7
6/27/1979,31.83
6/28/1979,31.6
6/29/1979,30.55
6/30/1979,29.81
7/1/1979,28.83
7/2/1979,28.14
7/3/1979,35.29
7/4/1979,39.28
7/5/1979,40.28
7/6/1979,34.31
7/7/1979,30.41
7/8/1979,28
7/9/1979,26.15
7/10/1979,24.7
7/11/1979,23.43
7/12/1979,21.35
7/13/1979,19.53
7/14/1979,18.7
7/15/1979,18
7/16/1979,24.45
7/17/1979,20.66
7/18/1979,18.25
7/19/1979,16.7
7/20/1979,15.09
7/21/1979,14.07
7/22/1979,13.3
7/23/1979,12.1
7/24/1979,10.45
7/25/1979,9.242
7/26/1979,8.398
7/27/1979,7.899
7/28/1979,7.228
7/29/1979,6.841
7/30/1979,5.911
7/31/1979,5.409
8/1/1979,5.183
8/2/1979,4.982
8/3/1979,14.41
8/4/1979,9.911
8/5/1979,7.284
8/6/1979,5.656
8/7/1979,4.957
8/8/1979,4.752
8/9/1979,4.488
8/10/1979,4.301
8/11/1979,4.03
8/12/1979,3.465
8/13/1979,3.088
8/14/1979,2.866
8/15/1979,2.783
8/16/1979,2.554
8/17/1979,2.229
8/18/1979,2.371
8/19/1979,2.429
8/20/1979,2.252
8/21/1979,1.931
8/22/1979,1.942
8/23/1979,1.737
8/24/1979,1.546
8/25/1979,1.123
8/26/1979,1.196
8/27/1979,1.277
8/28/1979,1.376
8/29/1979,1.464
8/30/1979,1.477
8/31/1979,1.309
9/1/1979,1.278
9/2/1979,1.607
9/3/1979,1.428
9/4/1979,1.476
9/5/1979,0.92
9/6/1979,0.974
9/7/1979,0.866
9/8/1979,0.897
9/9/1979,0.866
9/10/1979,0.8
9/11/1979,0.894
9/12/1979,0.94
9/13/1979,1.012
9/14/1979,1.027
9/15/1979,0.995
9/16/1979,0.915
9/17/1979,0.809
9/18/1979,0.97
9/19/1979,0.872
9/20/1979,0.957
9/21/1979,0.636
9/22/1979,0.79
9/23/1979,0.676
9/24/1979,0.781
9/25/1979,9.372
9/26/1979,15.78
9/27/1979,9.787
9/28/1979,6.441
9/29/1979,4.509
9/30/1979,3.343
10/1/1979,2.754
10/2/1979,3.667
10/3/1979,2.866
10/4/1979,2.299
10/5/1979,1.759
10/6/1979,1.762
10/7/1979,1.315
10/8/1979,2.31
10/9/1979,3.081
10/10/1979,2.2
10/11/1979,1.766
10/12/1979,3.489
10/13/1979,6.909
10/14/1979,11.88
10/15/1979,7.895
10/16/1979,5.844
10/17/1979,8.5
10/18/1979,5.817
10/19/1979,4.235
10/20/1979,3.688
10/21/1979,2.883
10/22/1979,2.273
10/23/1979,2.012
10/24/1979,1.875
10/25/1979,2.179
10/26/1979,4.605
10/27/1979,7.024
10/28/1979,4.891
10/29/1979,3.505
10/30/1979,2.679
10/31/1979,5.914
11/1/1979,62.2
11/2/1979,164.6
11/3/1979,124.3
11/4/1979,143.5
11/5/1979,54.62
11/6/1979,36.59
11/7/1979,41.64
11/8/1979,36.81
11/9/1979,27.74
11/10/1979,22.58
11/11/1979,29.44
11/12/1979,115.4
11/13/1979,50.91
11/14/1979,37.06
11/15/1979,248.1
11/16/1979,83.56
11/17/1979,239
11/18/1979,186.1
11/19/1979,76.31
11/20/1979,225
11/21/1979,410.9
11/22/1979,1175
11/23/1979,510.4
11/24/1979,282.6
11/25/1979,250.3
11/26/1979,152.5
11/27/1979,110.3
11/28/1979,91.39
11/29/1979,80.13
11/30/1979,73.28
12/1/1979,69.17
12/2/1979,66.79
12/3/1979,67.15
12/4/1979,275.5
12/5/1979,104.1
12/6/1979,114.4
12/7/1979,121.1
12/8/1979,94.43
12/9/1979,85.01
12/10/1979,79.04
12/11/1979,80.76
12/12/1979,125.7
12/13/1979,256.3
12/14/1979,140.9
12/15/1979,109.5
12/16/1979,101.8
12/17/1979,94.5
12/18/1979,87.83
12/19/1979,84.21
12/20/1979,166.5
12/21/1979,125.6
12/22/1979,101.5
12/23/1979,92.54
12/24/1979,87.59
12/25/1979,98.25
12/26/1979,177.2
12/27/1979,164.4
12/28/1979,274.3
12/29/1979,190.6
12/30/1979,227.6
12/31/1979,133.9
1/1/1980,126.5
1/2/1980,130.4
1/3/1980,180.9
1/4/1980,119
1/5/1980,107.9
1/6/1980,101.3
1/7/1980,97.02
1/8/1980,94.13
1/9/1980,92.09
1/10/1980,90.45
1/11/1980,97.6
1/12/1980,171.3
1/13/1980,111.7
1/14/1980,105.7
1/15/1980,101.7
1/16/1980,96.59
1/17/1980,111.3
1/18/1980,170.7
1/19/1980,112.3
1/20/1980,118
1/21/1980,103.5
1/22/1980,97.32
1/23/1980,93.27
1/24/1980,90.67
1/25/1980,89.07
1/26/1980,89.05
1/27/1980,86.69
1/28/1980,87.06
1/29/1980,86
1/30/1980,121.6
1/31/1980,95.43
2/1/1980,92.19
2/2/1980,86.86
2/3/1980,83.19
2/4/1980,88.55
2/5/1980,157.9
2/6/1980,82.07
2/7/1980,77.99
2/8/1980,75.66
2/9/1980,135.9
2/10/1980,234.4
2/11/1980,120.8
2/12/1980,77.2
2/13/1980,74.54
2/14/1980,71.18
2/15/1980,69.14
2/16/1980,262
2/17/1980,566
2/18/1980,166.1
2/19/1980,83.41
2/20/1980,120
2/21/1980,104
2/22/1980,175.4
2/23/1980,134.6
2/24/1980,98.23
2/25/1980,82.37
2/26/1980,73.69
2/27/1980,68.27
2/28/1980,110.3
2/29/1980,124.4
3/1/1980,118
3/2/1980,84.77
3/3/1980,75.82
3/4/1980,70.36
3/5/1980,66.84
3/6/1980,64.39
3/7/1980,62.6
3/8/1980,61.13
3/9/1980,59.86
3/10/1980,86.01
3/11/1980,67.62
3/12/1980,63.17
3/13/1980,60.24
3/14/1980,69.88
3/15/1980,110
3/16/1980,90.33
3/17/1980,96.78
3/18/1980,83.94
3/19/1980,73.14
3/20/1980,66.87
3/21/1980,77.51
3/22/1980,153.6
3/23/1980,88.54
3/24/1980,146
3/25/1980,108.8
3/26/1980,84.52
3/27/1980,82.88
3/28/1980,240
3/29/1980,114
3/30/1980,95.77
3/31/1980,83.68
4/1/1980,76.38
4/2/1980,71.76
4/3/1980,68.73
4/4/1980,66.55
4/5/1980,90.06
4/6/1980,73.46
4/7/1980,198.4
4/8/1980,90.51
4/9/1980,78.97
4/10/1980,109.4
4/11/1980,134.4
4/12/1980,88.72
4/13/1980,78.86
4/14/1980,72.89
4/15/1980,69.08
4/16/1980,66.44
4/17/1980,64.52
4/18/1980,67.83
4/19/1980,64.6
4/20/1980,62.38
4/21/1980,60.74
4/22/1980,79.48
4/23/1980,66.83
4/24/1980,62.63
4/25/1980,64.92
4/26/1980,104.3
4/27/1980,88.37
4/28/1980,76.21
4/29/1980,68.03
4/30/1980,69.31
5/1/1980,75.04
5/2/1980,74.14
5/3/1980,87.41
5/4/1980,71
5/5/1980,64.41
5/6/1980,110.4
5/7/1980,75.83
5/8/1980,72.59
5/9/1980,94.16
5/10/1980,86.67
5/11/1980,78.95
5/12/1980,69.27
5/13/1980,63.52
5/14/1980,59.71
5/15/1980,60.94
5/16/1980,67.85
5/17/1980,67.12
5/18/1980,60.9
5/19/1980,68.14
5/20/1980,68.19
5/21/1980,74.58
5/22/1980,69.27
5/23/1980,61.79
5/24/1980,57.33
5/25/1980,54.3
5/26/1980,68.17
5/27/1980,82.12
5/28/1980,64.01
5/29/1980,57.71
5/30/1980,53.87
5/31/1980,58.57
6/1/1980,147.6
6/2/1980,121.1
6/3/1980,76.58
6/4/1980,65.25
6/5/1980,58.58
6/6/1980,54.34
6/7/1980,51.49
6/8/1980,51.52
6/9/1980,56.55
6/10/1980,51.62
6/11/1980,48.59
6/12/1980,46.54
6/13/1980,44.95
6/14/1980,43.63
6/15/1980,44.8
6/16/1980,55.71
6/17/1980,48.35
6/18/1980,44.56
6/19/1980,42
6/20/1980,42.92
6/21/1980,40.22
6/22/1980,38.49
6/23/1980,36.96
6/24/1980,35.9
6/25/1980,34.96
6/26/1980,33.98
6/27/1980,33.16
